Club_ID,Degree,Degree Type
28798,1,In-Degree
22745,1,In-Degree
27875,1,In-Degree
20675,3,In-Degree
24400,1,In-Degree
7726,1,In-Degree
34103,1,In-Degree
25634,1,In-Degree
42074,1,In-Degree
19071,3,In-Degree
5075,1,In-Degree
24616,2,In-Degree
10456,1,In-Degree
18404,2,In-Degree
18398,2,In-Degree
21042,5,In-Degree
13960,1,In-Degree
18405,1,In-Degree
9473,1,In-Degree
9470,6,In-Degree
19685,4,In-Degree
28360,1,In-Degree
29403,5,In-Degree
5019,2,In-Degree
32549,1,In-Degree
22431,3,In-Degree
30027,1,In-Degree
15720,1,In-Degree
19726,7,In-Degree
19284,1,In-Degree
32382,3,In-Degree
6657,1,In-Degree
11554,1,In-Degree
22417,1,In-Degree
40043,1,In-Degree
27657,2,In-Degree
6081,3,In-Degree
29251,4,In-Degree
2879,4,In-Degree
26863,3,In-Degree
9106,3,In-Degree
6304,2,In-Degree
42630,1,In-Degree
6675,6,In-Degree
639,3,In-Degree
19337,4,In-Degree
5918,3,In-Degree
49942,1,In-Degree
3964,1,In-Degree
13487,1,In-Degree
7204,1,In-Degree
24645,1,In-Degree
63278,1,In-Degree
33266,1,In-Degree
8646,1,In-Degree
28979,1,In-Degree
24992,3,In-Degree
8010,1,In-Degree
7329,1,In-Degree
30007,1,In-Degree
29190,1,In-Degree
29322,1,In-Degree
2378,7,In-Degree
11903,1,In-Degree
16346,6,In-Degree
18329,8,In-Degree
21117,1,In-Degree
29563,1,In-Degree
27118,5,In-Degree
34957,1,In-Degree
21938,1,In-Degree
32740,1,In-Degree
20033,1,In-Degree
6652,3,In-Degree
23569,6,In-Degree
23581,9,In-Degree
32578,1,In-Degree
29402,1,In-Degree
6631,1,In-Degree
20805,4,In-Degree
23580,5,In-Degree
10097,4,In-Degree
13385,3,In-Degree
23609,1,In-Degree
20202,1,In-Degree
4387,1,In-Degree
22183,1,In-Degree
18629,4,In-Degree
29626,1,In-Degree
21645,5,In-Degree
21454,3,In-Degree
20437,2,In-Degree
19579,2,In-Degree
15154,5,In-Degree
26924,1,In-Degree
21273,2,In-Degree
28730,2,In-Degree
21453,7,In-Degree
29561,5,In-Degree
17832,5,In-Degree
31218,1,In-Degree
52178,1,In-Degree
2492,3,In-Degree
18722,3,In-Degree
32119,3,In-Degree
9196,7,In-Degree
2663,6,In-Degree
1542,2,In-Degree
4270,6,In-Degree
5295,3,In-Degree
24684,2,In-Degree
2622,2,In-Degree
2799,1,In-Degree
25796,1,In-Degree
27054,1,In-Degree
27743,1,In-Degree
30308,1,In-Degree
9136,3,In-Degree
23177,1,In-Degree
24845,6,In-Degree
43487,1,In-Degree
9230,1,In-Degree
574,2,In-Degree
11848,1,In-Degree
563,1,In-Degree
9011,2,In-Degree
9368,3,In-Degree
29116,1,In-Degree
28882,1,In-Degree
28856,2,In-Degree
24244,4,In-Degree
10567,2,In-Degree
22588,2,In-Degree
11138,1,In-Degree
31847,1,In-Degree
18408,2,In-Degree
18734,1,In-Degree
18735,1,In-Degree
9751,1,In-Degree
23257,2,In-Degree
19042,1,In-Degree
36483,1,In-Degree
30756,2,In-Degree
21674,4,In-Degree
20840,1,In-Degree
20740,4,In-Degree
35352,3,In-Degree
6480,1,In-Degree
26712,2,In-Degree
28035,1,In-Degree
2366,2,In-Degree
11026,3,In-Degree
3373,10,In-Degree
3414,2,In-Degree
11898,1,In-Degree
18293,2,In-Degree
25141,1,In-Degree
18732,1,In-Degree
6952,2,In-Degree
2631,4,In-Degree
12668,9,In-Degree
5313,3,In-Degree
11463,8,In-Degree
18876,7,In-Degree
27040,1,In-Degree
24507,1,In-Degree
22104,1,In-Degree
1708,1,In-Degree
10113,1,In-Degree
46349,1,In-Degree
10854,4,In-Degree
9990,2,In-Degree
35399,1,In-Degree
18698,1,In-Degree
30863,1,In-Degree
18034,1,In-Degree
14010,2,In-Degree
35078,1,In-Degree
37200,1,In-Degree
20175,1,In-Degree
12416,1,In-Degree
6044,3,In-Degree
25332,1,In-Degree
19276,1,In-Degree
22129,1,In-Degree
581,7,In-Degree
8658,2,In-Degree
12419,1,In-Degree
1770,1,In-Degree
18957,1,In-Degree
4556,5,In-Degree
7251,4,In-Degree
26509,1,In-Degree
3862,2,In-Degree
138,6,In-Degree
22015,1,In-Degree
25054,1,In-Degree
4269,6,In-Degree
46101,1,In-Degree
9723,6,In-Degree
40435,1,In-Degree
18494,2,In-Degree
26267,2,In-Degree
33177,1,In-Degree
13938,2,In-Degree
18578,1,In-Degree
28689,1,In-Degree
5057,2,In-Degree
29076,1,In-Degree
8207,3,In-Degree
55129,2,In-Degree
7753,1,In-Degree
18165,2,In-Degree
4793,2,In-Degree
7851,5,In-Degree
1461,1,In-Degree
13175,1,In-Degree
5613,3,In-Degree
2350,1,In-Degree
11732,3,In-Degree
16700,2,In-Degree
21178,2,In-Degree
9572,2,In-Degree
5601,2,In-Degree
6233,6,In-Degree
32832,3,In-Degree
25303,1,In-Degree
27462,4,In-Degree
25611,2,In-Degree
94189,1,In-Degree
11078,2,In-Degree
24208,1,In-Degree
18901,3,In-Degree
65465,1,In-Degree
6179,2,In-Degree
28567,2,In-Degree
19231,3,In-Degree
23978,4,In-Degree
24321,6,In-Degree
19292,1,In-Degree
12785,1,In-Degree
18330,4,In-Degree
18733,1,In-Degree
19159,1,In-Degree
28911,1,In-Degree
23672,2,In-Degree
27180,1,In-Degree
31783,1,In-Degree
24686,1,In-Degree
24685,2,In-Degree
20661,1,In-Degree
29263,2,In-Degree
4042,4,In-Degree
28657,3,In-Degree
23179,1,In-Degree
1066,3,In-Degree
502,2,In-Degree
9604,4,In-Degree
26389,2,In-Degree
5249,2,In-Degree
44140,1,In-Degree
6775,3,In-Degree
19315,1,In-Degree
19298,3,In-Degree
26860,2,In-Degree
10390,3,In-Degree
15010,1,In-Degree
2517,5,In-Degree
30889,1,In-Degree
3321,1,In-Degree
8489,1,In-Degree
41670,1,In-Degree
11004,2,In-Degree
26582,2,In-Degree
24547,1,In-Degree
64795,1,In-Degree
14071,2,In-Degree
22106,1,In-Degree
18613,6,In-Degree
19200,1,In-Degree
19250,1,In-Degree
3400,3,In-Degree
11967,1,In-Degree
84315,1,In-Degree
16284,2,In-Degree
5738,1,In-Degree
9451,5,In-Degree
21992,2,In-Degree
6263,3,In-Degree
10350,1,In-Degree
22116,1,In-Degree
20748,1,In-Degree
29102,2,In-Degree
18228,1,In-Degree
4519,3,In-Degree
8019,1,In-Degree
8478,1,In-Degree
46456,1,In-Degree
37571,1,In-Degree
39938,1,In-Degree
8331,1,In-Degree
18427,3,In-Degree
19009,4,In-Degree
21615,4,In-Degree
7098,3,In-Degree
20694,7,In-Degree
17422,2,In-Degree
10312,1,In-Degree
8128,3,In-Degree
1097,2,In-Degree
35661,1,In-Degree
22556,2,In-Degree
7802,1,In-Degree
47631,1,In-Degree
29246,2,In-Degree
12729,1,In-Degree
25763,2,In-Degree
8663,2,In-Degree
18049,2,In-Degree
23459,1,In-Degree
22086,4,In-Degree
16751,1,In-Degree
32750,5,In-Degree
6499,9,In-Degree
12719,5,In-Degree
26462,9,In-Degree
5284,5,In-Degree
33908,3,In-Degree
29981,2,In-Degree
27165,6,In-Degree
58829,1,In-Degree
29922,2,In-Degree
10029,3,In-Degree
9340,5,In-Degree
25070,1,In-Degree
34543,2,In-Degree
21716,2,In-Degree
4061,3,In-Degree
23302,3,In-Degree
21339,5,In-Degree
30955,1,In-Degree
23005,3,In-Degree
56571,1,In-Degree
39722,6,In-Degree
6930,2,In-Degree
45314,3,In-Degree
19338,1,In-Degree
19403,1,In-Degree
24620,3,In-Degree
13620,4,In-Degree
8074,1,In-Degree
40006,5,In-Degree
10238,4,In-Degree
2827,3,In-Degree
10342,2,In-Degree
13680,2,In-Degree
21070,4,In-Degree
21052,5,In-Degree
10075,3,In-Degree
11488,2,In-Degree
45422,1,In-Degree
6121,1,In-Degree
8314,2,In-Degree
14645,1,In-Degree
6483,2,In-Degree
27627,6,In-Degree
6628,1,In-Degree
20101,5,In-Degree
20682,4,In-Degree
23985,6,In-Degree
13529,3,In-Degree
10434,1,In-Degree
9590,2,In-Degree
886,1,In-Degree
21916,2,In-Degree
8312,4,In-Degree
18937,1,In-Degree
445,1,In-Degree
16614,1,In-Degree
26103,1,In-Degree
36663,1,In-Degree
6052,1,In-Degree
15972,6,In-Degree
36766,2,In-Degree
3935,4,In-Degree
13183,3,In-Degree
24187,1,In-Degree
8502,1,In-Degree
31007,1,In-Degree
12440,1,In-Degree
5614,1,In-Degree
7866,2,In-Degree
7652,2,In-Degree
4701,2,In-Degree
21000,1,In-Degree
41681,1,In-Degree
4353,1,In-Degree
37823,1,In-Degree
25406,2,In-Degree
34817,1,In-Degree
22997,1,In-Degree
18836,1,In-Degree
78804,1,In-Degree
32043,1,In-Degree
19978,1,In-Degree
43455,1,In-Degree
28502,1,In-Degree
15602,1,In-Degree
34239,2,In-Degree
41087,2,In-Degree
19684,5,In-Degree
19639,4,In-Degree
12504,4,In-Degree
5501,2,In-Degree
21055,2,In-Degree
3329,4,In-Degree
40460,5,In-Degree
111895,1,In-Degree
36677,2,In-Degree
35940,8,In-Degree
16309,2,In-Degree
11302,2,In-Degree
32355,1,In-Degree
7487,1,In-Degree
40302,3,In-Degree
2052,1,In-Degree
19783,6,In-Degree
7223,1,In-Degree
26563,1,In-Degree
19794,2,In-Degree
37781,1,In-Degree
40618,1,In-Degree
17974,1,In-Degree
28958,3,In-Degree
91044,1,In-Degree
32354,1,In-Degree
69609,2,In-Degree
25232,3,In-Degree
25287,5,In-Degree
28410,1,In-Degree
55329,1,In-Degree
12060,5,In-Degree
2612,2,In-Degree
5475,1,In-Degree
7801,1,In-Degree
91220,1,In-Degree
19780,2,In-Degree
40403,3,In-Degree
4362,5,In-Degree
13269,2,In-Degree
31495,1,In-Degree
31602,1,In-Degree
14312,3,In-Degree
21918,4,In-Degree
14400,1,In-Degree
19501,2,In-Degree
17594,1,In-Degree
9627,2,In-Degree
29725,2,In-Degree
21048,6,In-Degree
6477,2,In-Degree
38287,1,In-Degree
44008,3,In-Degree
40454,1,In-Degree
5209,5,In-Degree
19157,1,In-Degree
949,1,In-Degree
9955,1,In-Degree
21088,4,In-Degree
23862,1,In-Degree
12696,1,In-Degree
37858,1,In-Degree
10453,7,In-Degree
32254,1,In-Degree
23897,1,In-Degree
12059,1,In-Degree
21084,5,In-Degree
7750,10,In-Degree
26157,1,In-Degree
14683,3,In-Degree
17591,1,In-Degree
19379,1,In-Degree
325,1,In-Degree
26016,3,In-Degree
7474,4,In-Degree
26595,1,In-Degree
21423,4,In-Degree
18899,1,In-Degree
21963,2,In-Degree
71074,1,In-Degree
51730,1,In-Degree
23728,1,In-Degree
7432,1,In-Degree
10154,1,In-Degree
29219,1,In-Degree
18203,2,In-Degree
18119,3,In-Degree
31789,1,In-Degree
20113,3,In-Degree
20048,1,In-Degree
11031,2,In-Degree
20203,1,In-Degree
1206,4,In-Degree
68389,1,In-Degree
1746,4,In-Degree
33026,1,In-Degree
34533,1,In-Degree
54121,1,In-Degree
10354,2,In-Degree
25649,1,In-Degree
22830,1,In-Degree
28982,2,In-Degree
18549,2,In-Degree
16641,1,In-Degree
26988,3,In-Degree
13644,4,In-Degree
31601,1,In-Degree
12916,1,In-Degree
23882,2,In-Degree
36489,1,In-Degree
8815,2,In-Degree
37384,1,In-Degree
26179,2,In-Degree
29127,3,In-Degree
11738,4,In-Degree
11474,1,In-Degree
9910,1,In-Degree
26299,3,In-Degree
23170,1,In-Degree
13341,1,In-Degree
17511,1,In-Degree
26365,4,In-Degree
20391,3,In-Degree
22810,6,In-Degree
33535,3,In-Degree
22518,1,In-Degree
20419,1,In-Degree
31581,1,In-Degree
31427,1,In-Degree
21079,1,In-Degree
20674,1,In-Degree
16712,1,In-Degree
24787,1,In-Degree
64321,1,In-Degree
17222,1,In-Degree
20514,2,In-Degree
2699,1,In-Degree
12444,2,In-Degree
11310,3,In-Degree
2334,1,In-Degree
9175,1,In-Degree
28397,1,In-Degree
53770,3,In-Degree
20559,1,In-Degree
20323,2,In-Degree
72069,1,In-Degree
20192,1,In-Degree
20611,2,In-Degree
34779,1,In-Degree
58224,1,In-Degree
21477,1,In-Degree
23379,1,In-Degree
35233,1,In-Degree
30061,2,In-Degree
20599,1,In-Degree
81149,2,In-Degree
3729,3,In-Degree
34600,1,In-Degree
31014,2,In-Degree
18160,1,In-Degree
18028,3,In-Degree
31451,3,In-Degree
20635,1,In-Degree
37825,1,In-Degree
30028,4,In-Degree
24332,1,In-Degree
19825,8,In-Degree
21642,4,In-Degree
24294,2,In-Degree
10179,3,In-Degree
20002,4,In-Degree
43895,1,In-Degree
65772,1,In-Degree
28778,1,In-Degree
21438,4,In-Degree
21272,3,In-Degree
20716,1,In-Degree
12345,3,In-Degree
29714,2,In-Degree
19688,4,In-Degree
32465,1,In-Degree
24288,4,In-Degree
34190,3,In-Degree
41127,3,In-Degree
15136,1,In-Degree
28998,3,In-Degree
27827,8,In-Degree
13661,2,In-Degree
19677,1,In-Degree
21126,1,In-Degree
61975,1,In-Degree
31547,2,In-Degree
31091,1,In-Degree
3457,2,In-Degree
48731,5,In-Degree
57460,4,In-Degree
21806,3,In-Degree
20758,1,In-Degree
27070,1,In-Degree
19317,1,In-Degree
20615,1,In-Degree
21747,1,In-Degree
24022,1,In-Degree
8517,2,In-Degree
12380,3,In-Degree
12860,7,In-Degree
28522,10,In-Degree
34028,4,In-Degree
10005,2,In-Degree
6174,1,In-Degree
28702,3,In-Degree
33482,1,In-Degree
56927,2,In-Degree
33104,9,In-Degree
20251,1,In-Degree
32917,2,In-Degree
9153,2,In-Degree
6354,1,In-Degree
13225,1,In-Degree
28942,3,In-Degree
18908,2,In-Degree
27344,3,In-Degree
50736,1,In-Degree
69670,3,In-Degree
50755,5,In-Degree
14565,1,In-Degree
49143,1,In-Degree
69750,1,In-Degree
33766,1,In-Degree
21569,3,In-Degree
8140,2,In-Degree
43454,1,In-Degree
33342,2,In-Degree
30497,1,In-Degree
33218,1,In-Degree
22970,3,In-Degree
6588,1,In-Degree
7705,1,In-Degree
67370,1,In-Degree
21006,1,In-Degree
39336,1,In-Degree
60929,1,In-Degree
12178,1,In-Degree
29431,2,In-Degree
8230,1,In-Degree
14936,1,In-Degree
21057,3,In-Degree
8274,3,In-Degree
16521,3,In-Degree
10774,5,In-Degree
8515,3,In-Degree
38814,4,In-Degree
26600,3,In-Degree
1170,3,In-Degree
6326,1,In-Degree
16654,1,In-Degree
30892,2,In-Degree
23216,1,In-Degree
31281,2,In-Degree
21075,7,In-Degree
21796,1,In-Degree
21078,3,In-Degree
13400,5,In-Degree
28250,1,In-Degree
2596,2,In-Degree
18008,6,In-Degree
40391,1,In-Degree
6845,2,In-Degree
19646,1,In-Degree
21065,4,In-Degree
46998,1,In-Degree
21066,3,In-Degree
8254,1,In-Degree
9802,3,In-Degree
56393,3,In-Degree
21067,5,In-Degree
27055,1,In-Degree
21071,6,In-Degree
9335,3,In-Degree
28738,2,In-Degree
31982,3,In-Degree
10709,7,In-Degree
8231,4,In-Degree
6869,3,In-Degree
37326,2,In-Degree
19989,1,In-Degree
21072,3,In-Degree
36772,1,In-Degree
32610,1,In-Degree
21068,1,In-Degree
28388,1,In-Degree
21739,1,In-Degree
21064,6,In-Degree
70240,1,In-Degree
26621,3,In-Degree
24039,3,In-Degree
23526,1,In-Degree
1653,2,In-Degree
11137,2,In-Degree
4406,2,In-Degree
17479,2,In-Degree
21158,2,In-Degree
27861,2,In-Degree
17475,3,In-Degree
35589,2,In-Degree
20963,1,In-Degree
21129,1,In-Degree
21170,6,In-Degree
28999,5,In-Degree
22387,1,In-Degree
17965,5,In-Degree
21086,2,In-Degree
29239,1,In-Degree
20584,3,In-Degree
25011,1,In-Degree
10169,1,In-Degree
361,1,In-Degree
6760,6,In-Degree
2734,1,In-Degree
10270,1,In-Degree
20648,5,In-Degree
18582,1,In-Degree
7871,2,In-Degree
6249,2,In-Degree
36921,1,In-Degree
21051,4,In-Degree
21200,1,In-Degree
37578,5,In-Degree
23004,1,In-Degree
21062,6,In-Degree
21063,3,In-Degree
9057,3,In-Degree
17657,1,In-Degree
12521,1,In-Degree
30829,1,In-Degree
23027,1,In-Degree
73797,1,In-Degree
33578,1,In-Degree
6884,2,In-Degree
35618,1,In-Degree
28655,2,In-Degree
5624,1,In-Degree
35514,1,In-Degree
6591,1,In-Degree
31585,1,In-Degree
23433,2,In-Degree
8583,1,In-Degree
9291,3,In-Degree
34560,1,In-Degree
41558,1,In-Degree
8992,2,In-Degree
19193,3,In-Degree
23224,2,In-Degree
17381,6,In-Degree
29880,1,In-Degree
7410,2,In-Degree
33890,4,In-Degree
12605,5,In-Degree
3645,2,In-Degree
11245,2,In-Degree
28024,3,In-Degree
4501,3,In-Degree
12834,1,In-Degree
28277,1,In-Degree
7382,3,In-Degree
12666,1,In-Degree
60743,4,In-Degree
21073,3,In-Degree
22423,2,In-Degree
12656,1,In-Degree
8228,1,In-Degree
44281,6,In-Degree
12262,1,In-Degree
10763,4,In-Degree
22495,2,In-Degree
23618,2,In-Degree
33330,2,In-Degree
34709,11,In-Degree
24995,1,In-Degree
44428,1,In-Degree
29802,1,In-Degree
46047,2,In-Degree
33638,1,In-Degree
37338,1,In-Degree
9117,1,In-Degree
35424,1,In-Degree
36892,1,In-Degree
12732,3,In-Degree
29225,4,In-Degree
26288,1,In-Degree
11998,1,In-Degree
10959,2,In-Degree
32203,4,In-Degree
34366,2,In-Degree
26936,1,In-Degree
43969,2,In-Degree
22919,1,In-Degree
6324,1,In-Degree
21047,5,In-Degree
7636,3,In-Degree
33140,1,In-Degree
6192,1,In-Degree
7752,1,In-Degree
1336,3,In-Degree
30071,3,In-Degree
5679,1,In-Degree
14618,1,In-Degree
8714,4,In-Degree
14958,2,In-Degree
21531,1,In-Degree
22568,1,In-Degree
26726,3,In-Degree
554,3,In-Degree
21659,1,In-Degree
37513,1,In-Degree
19523,1,In-Degree
78114,1,In-Degree
8152,1,In-Degree
3528,1,In-Degree
33801,3,In-Degree
31768,1,In-Degree
26871,2,In-Degree
21003,1,In-Degree
28334,6,In-Degree
61132,1,In-Degree
11367,3,In-Degree
30421,1,In-Degree
12770,3,In-Degree
4292,2,In-Degree
28529,1,In-Degree
32007,5,In-Degree
8511,2,In-Degree
32588,1,In-Degree
33396,1,In-Degree
2127,3,In-Degree
17238,3,In-Degree
17951,1,In-Degree
3646,1,In-Degree
27108,1,In-Degree
30835,1,In-Degree
31130,7,In-Degree
14848,3,In-Degree
14907,1,In-Degree
25859,2,In-Degree
32707,2,In-Degree
35418,1,In-Degree
39242,1,In-Degree
27064,1,In-Degree
14355,1,In-Degree
3048,1,In-Degree
13541,1,In-Degree
21825,2,In-Degree
44005,3,In-Degree
27218,1,In-Degree
21679,2,In-Degree
1777,2,In-Degree
14595,1,In-Degree
21554,4,In-Degree
20992,1,In-Degree
21895,1,In-Degree
15644,1,In-Degree
21846,1,In-Degree
30305,1,In-Degree
28313,2,In-Degree
1376,2,In-Degree
28176,1,In-Degree
12130,2,In-Degree
22953,2,In-Degree
23625,1,In-Degree
8067,1,In-Degree
29845,1,In-Degree
13331,3,In-Degree
21056,2,In-Degree
25222,1,In-Degree
29410,2,In-Degree
2590,4,In-Degree
22758,2,In-Degree
10714,2,In-Degree
12041,4,In-Degree
27017,1,In-Degree
33170,1,In-Degree
20296,3,In-Degree
30003,1,In-Degree
18767,1,In-Degree
20884,1,In-Degree
32134,2,In-Degree
24610,1,In-Degree
6910,1,In-Degree
9670,1,In-Degree
22039,1,In-Degree
22868,2,In-Degree
13423,4,In-Degree
36519,1,In-Degree
61212,1,In-Degree
23820,1,In-Degree
18254,1,In-Degree
23652,1,In-Degree
30348,2,In-Degree
22040,1,In-Degree
22186,1,In-Degree
33018,1,In-Degree
20825,2,In-Degree
20448,2,In-Degree
9716,2,In-Degree
22127,1,In-Degree
21485,5,In-Degree
20592,3,In-Degree
20012,1,In-Degree
22689,1,In-Degree
17197,2,In-Degree
22096,2,In-Degree
22447,2,In-Degree
22146,1,In-Degree
16104,2,In-Degree
27902,1,In-Degree
7548,2,In-Degree
35014,3,In-Degree
12295,1,In-Degree
23561,2,In-Degree
5228,6,In-Degree
12777,4,In-Degree
24711,1,In-Degree
22156,6,In-Degree
14701,2,In-Degree
31578,1,In-Degree
56702,1,In-Degree
51802,1,In-Degree
28623,1,In-Degree
19247,2,In-Degree
9486,1,In-Degree
11649,2,In-Degree
24426,2,In-Degree
22312,2,In-Degree
22654,1,In-Degree
24735,1,In-Degree
84049,1,In-Degree
19121,1,In-Degree
16611,4,In-Degree
50684,1,In-Degree
22218,1,In-Degree
12677,2,In-Degree
44129,1,In-Degree
46545,1,In-Degree
30997,3,In-Degree
23300,1,In-Degree
9667,2,In-Degree
22233,1,In-Degree
25309,2,In-Degree
22528,1,In-Degree
26361,1,In-Degree
91939,1,In-Degree
28306,1,In-Degree
9113,2,In-Degree
36102,2,In-Degree
15377,3,In-Degree
4506,2,In-Degree
213,5,In-Degree
18264,2,In-Degree
48310,1,In-Degree
56737,1,In-Degree
14592,1,In-Degree
732,3,In-Degree
13810,1,In-Degree
966,1,In-Degree
19483,3,In-Degree
3737,3,In-Degree
31820,1,In-Degree
8077,1,In-Degree
29916,1,In-Degree
20005,4,In-Degree
27666,1,In-Degree
26197,3,In-Degree
30626,2,In-Degree
17531,3,In-Degree
13449,1,In-Degree
8728,5,In-Degree
19364,5,In-Degree
40900,3,In-Degree
75242,1,In-Degree
18774,1,In-Degree
24139,1,In-Degree
54662,1,In-Degree
15676,1,In-Degree
26644,2,In-Degree
5141,1,In-Degree
27506,1,In-Degree
1415,6,In-Degree
21727,1,In-Degree
6005,1,In-Degree
1104,8,In-Degree
53391,1,In-Degree
36077,2,In-Degree
21860,1,In-Degree
17647,1,In-Degree
21842,1,In-Degree
21059,2,In-Degree
36123,1,In-Degree
39849,1,In-Degree
31712,1,In-Degree
21640,2,In-Degree
21271,5,In-Degree
29560,1,In-Degree
26773,2,In-Degree
7180,2,In-Degree
32938,1,In-Degree
9958,1,In-Degree
27186,1,In-Degree
31093,1,In-Degree
14615,1,In-Degree
63172,2,In-Degree
3511,1,In-Degree
14604,1,In-Degree
27253,1,In-Degree
18399,1,In-Degree
22806,2,In-Degree
7311,1,In-Degree
25181,3,In-Degree
8820,2,In-Degree
4736,2,In-Degree
46447,1,In-Degree
13432,2,In-Degree
88907,1,In-Degree
21085,6,In-Degree
22708,2,In-Degree
26476,1,In-Degree
21184,3,In-Degree
22993,3,In-Degree
22600,2,In-Degree
2998,5,In-Degree
34116,1,In-Degree
31752,1,In-Degree
4337,5,In-Degree
607,3,In-Degree
21570,1,In-Degree
32259,1,In-Degree
4886,1,In-Degree
18976,1,In-Degree
47265,1,In-Degree
27661,5,In-Degree
4096,6,In-Degree
35588,1,In-Degree
39984,1,In-Degree
20179,1,In-Degree
55203,2,In-Degree
10979,1,In-Degree
11740,1,In-Degree
4079,1,In-Degree
34888,3,In-Degree
52785,1,In-Degree
4412,1,In-Degree
10370,1,In-Degree
37951,2,In-Degree
8963,1,In-Degree
26567,2,In-Degree
9445,2,In-Degree
44232,1,In-Degree
15998,1,In-Degree
46164,5,In-Degree
26122,3,In-Degree
67508,1,In-Degree
6202,1,In-Degree
28530,1,In-Degree
18416,3,In-Degree
24698,1,In-Degree
4578,3,In-Degree
28370,1,In-Degree
30848,3,In-Degree
34783,1,In-Degree
7795,2,In-Degree
7295,5,In-Degree
9794,4,In-Degree
11657,1,In-Degree
12432,4,In-Degree
24589,2,In-Degree
21704,1,In-Degree
14607,1,In-Degree
10554,1,In-Degree
9454,1,In-Degree
50647,1,In-Degree
32972,1,In-Degree
93349,3,In-Degree
27132,1,In-Degree
8625,2,In-Degree
39901,1,In-Degree
13600,5,In-Degree
32422,2,In-Degree
33796,2,In-Degree
18973,1,In-Degree
39247,1,In-Degree
30729,2,In-Degree
33328,3,In-Degree
75137,1,In-Degree
31188,1,In-Degree
16273,2,In-Degree
32195,1,In-Degree
85404,1,In-Degree
29304,1,In-Degree
23331,1,In-Degree
3621,1,In-Degree
24716,3,In-Degree
11167,3,In-Degree
33492,1,In-Degree
22932,1,In-Degree
34243,1,In-Degree
803,6,In-Degree
4204,2,In-Degree
33664,1,In-Degree
48219,2,In-Degree
11746,3,In-Degree
32091,1,In-Degree
31946,1,In-Degree
62885,1,In-Degree
32995,1,In-Degree
94372,1,In-Degree
62971,1,In-Degree
75012,1,In-Degree
30263,1,In-Degree
11348,1,In-Degree
36072,1,In-Degree
3657,1,In-Degree
23455,1,In-Degree
53461,1,In-Degree
12663,1,In-Degree
21715,1,In-Degree
4764,1,In-Degree
27790,2,In-Degree
28216,2,In-Degree
20957,2,In-Degree
24254,1,In-Degree
10035,1,In-Degree
17835,2,In-Degree
32490,1,In-Degree
70001,1,In-Degree
20371,1,In-Degree
18406,1,In-Degree
31881,1,In-Degree
23890,1,In-Degree
771,2,In-Degree
2773,1,In-Degree
31844,1,In-Degree
36486,3,In-Degree
26874,1,In-Degree
44866,2,In-Degree
12801,4,In-Degree
29820,1,In-Degree
18786,4,In-Degree
23075,1,In-Degree
2862,2,In-Degree
25240,1,In-Degree
27832,1,In-Degree
36830,1,In-Degree
24359,1,In-Degree
32869,1,In-Degree
12673,1,In-Degree
16364,1,In-Degree
15758,1,In-Degree
2038,1,In-Degree
27018,1,In-Degree
31390,1,In-Degree
50731,1,In-Degree
23198,3,In-Degree
17144,2,In-Degree
28707,3,In-Degree
22166,1,In-Degree
18580,1,In-Degree
29167,1,In-Degree
19520,1,In-Degree
37632,1,In-Degree
6763,3,In-Degree
21476,2,In-Degree
46196,1,In-Degree
38479,2,In-Degree
19176,1,In-Degree
25218,1,In-Degree
2252,1,In-Degree
8221,3,In-Degree
68955,1,In-Degree
7870,2,In-Degree
31617,1,In-Degree
5070,1,In-Degree
46634,1,In-Degree
7885,1,In-Degree
23238,1,In-Degree
32927,1,In-Degree
14688,2,In-Degree
31900,1,In-Degree
38739,1,In-Degree
13831,4,In-Degree
30891,5,In-Degree
9179,1,In-Degree
28210,2,In-Degree
30622,1,In-Degree
3282,1,In-Degree
23360,1,In-Degree
23375,1,In-Degree
8524,3,In-Degree
19153,1,In-Degree
17390,1,In-Degree
32600,1,In-Degree
37153,1,In-Degree
8848,1,In-Degree
23285,3,In-Degree
55137,1,In-Degree
19256,2,In-Degree
22310,1,In-Degree
32075,1,In-Degree
32345,1,In-Degree
27725,1,In-Degree
29163,1,In-Degree
35803,1,In-Degree
25830,1,In-Degree
22306,3,In-Degree
19462,1,In-Degree
27585,1,In-Degree
51830,1,In-Degree
37953,4,In-Degree
12964,1,In-Degree
32825,2,In-Degree
24854,1,In-Degree
9200,3,In-Degree
33776,2,In-Degree
33148,1,In-Degree
4107,1,In-Degree
29990,1,In-Degree
33084,1,In-Degree
21639,2,In-Degree
23534,2,In-Degree
7659,1,In-Degree
33458,2,In-Degree
64200,1,In-Degree
24513,2,In-Degree
73367,1,In-Degree
19160,1,In-Degree
21058,2,In-Degree
66034,1,In-Degree
7991,1,In-Degree
8618,1,In-Degree
21690,1,In-Degree
31576,1,In-Degree
36440,1,In-Degree
36438,1,In-Degree
23691,1,In-Degree
8909,3,In-Degree
26916,1,In-Degree
57930,1,In-Degree
25638,2,In-Degree
16696,5,In-Degree
34001,1,In-Degree
27643,2,In-Degree
11379,1,In-Degree
24861,4,In-Degree
12761,1,In-Degree
34827,1,In-Degree
30949,2,In-Degree
23509,2,In-Degree
38548,2,In-Degree
10086,3,In-Degree
35113,4,In-Degree
43570,1,In-Degree
34077,1,In-Degree
10765,1,In-Degree
23482,3,In-Degree
