Club_ID,Degree,Degree Type
2526,2,In-Degree
60047,1,In-Degree
36862,1,In-Degree
10132,1,In-Degree
28641,1,In-Degree
74774,1,In-Degree
20954,2,In-Degree
62274,6,In-Degree
65768,1,In-Degree
72707,3,In-Degree
56595,2,In-Degree
29554,2,In-Degree
70482,3,In-Degree
63107,1,In-Degree
15933,1,In-Degree
5453,4,In-Degree
57009,2,In-Degree
36699,4,In-Degree
6647,3,In-Degree
23335,3,In-Degree
22312,2,In-Degree
22816,3,In-Degree
29766,2,In-Degree
42632,1,In-Degree
9842,2,In-Degree
65194,2,In-Degree
83978,3,In-Degree
29800,5,In-Degree
59020,1,In-Degree
9819,1,In-Degree
23016,10,In-Degree
37368,1,In-Degree
34020,1,In-Degree
44918,3,In-Degree
80901,1,In-Degree
29587,1,In-Degree
50826,7,In-Degree
24494,1,In-Degree
35316,2,In-Degree
48936,2,In-Degree
28592,1,In-Degree
960,2,In-Degree
65694,1,In-Degree
22211,1,In-Degree
85923,1,In-Degree
50340,2,In-Degree
51121,2,In-Degree
33677,1,In-Degree
54614,7,In-Degree
29166,1,In-Degree
49160,1,In-Degree
60856,3,In-Degree
23447,1,In-Degree
78876,5,In-Degree
11614,5,In-Degree
45761,1,In-Degree
40175,9,In-Degree
20898,1,In-Degree
57999,4,In-Degree
31417,3,In-Degree
5494,5,In-Degree
12644,1,In-Degree
40172,2,In-Degree
7410,3,In-Degree
31404,2,In-Degree
18791,1,In-Degree
36700,2,In-Degree
13950,4,In-Degree
103056,1,In-Degree
63883,1,In-Degree
33571,8,In-Degree
62200,10,In-Degree
58603,5,In-Degree
38485,1,In-Degree
25873,1,In-Degree
49230,1,In-Degree
39723,1,In-Degree
29159,10,In-Degree
67731,7,In-Degree
9774,1,In-Degree
72708,20,In-Degree
42792,1,In-Degree
72706,18,In-Degree
57981,13,In-Degree
21108,1,In-Degree
913,6,In-Degree
43572,4,In-Degree
25769,1,In-Degree
4598,4,In-Degree
7671,4,In-Degree
56614,3,In-Degree
26628,1,In-Degree
45806,5,In-Degree
12317,10,In-Degree
52208,2,In-Degree
2464,6,In-Degree
99213,1,In-Degree
45043,2,In-Degree
56857,1,In-Degree
116154,3,In-Degree
45057,3,In-Degree
51127,4,In-Degree
69592,1,In-Degree
21028,1,In-Degree
19561,8,In-Degree
75083,3,In-Degree
87175,3,In-Degree
50722,1,In-Degree
151,5,In-Degree
79296,11,In-Degree
14103,1,In-Degree
91775,1,In-Degree
83964,1,In-Degree
73384,1,In-Degree
42188,10,In-Degree
71442,4,In-Degree
45358,1,In-Degree
45035,7,In-Degree
78331,1,In-Degree
33301,2,In-Degree
4134,5,In-Degree
108008,1,In-Degree
67223,2,In-Degree
56008,2,In-Degree
26497,4,In-Degree
12915,3,In-Degree
7211,5,In-Degree
80105,1,In-Degree
20890,1,In-Degree
14532,2,In-Degree
38721,1,In-Degree
4107,7,In-Degree
8516,5,In-Degree
31162,2,In-Degree
19751,2,In-Degree
29989,3,In-Degree
39919,2,In-Degree
22109,1,In-Degree
9854,3,In-Degree
8691,1,In-Degree
52571,1,In-Degree
78432,1,In-Degree
75029,2,In-Degree
19541,1,In-Degree
13331,5,In-Degree
3362,3,In-Degree
30657,3,In-Degree
73660,1,In-Degree
53537,1,In-Degree
36503,1,In-Degree
42807,3,In-Degree
38976,2,In-Degree
60983,2,In-Degree
61713,4,In-Degree
35128,2,In-Degree
51515,14,In-Degree
85563,2,In-Degree
76873,2,In-Degree
45964,1,In-Degree
56821,9,In-Degree
92001,1,In-Degree
19499,1,In-Degree
8838,4,In-Degree
7570,4,In-Degree
2879,5,In-Degree
42060,1,In-Degree
65211,1,In-Degree
83792,2,In-Degree
19783,3,In-Degree
43177,10,In-Degree
59676,4,In-Degree
8824,1,In-Degree
39337,1,In-Degree
78801,1,In-Degree
54358,2,In-Degree
7819,1,In-Degree
91113,2,In-Degree
41236,1,In-Degree
68461,8,In-Degree
9344,4,In-Degree
8657,1,In-Degree
3912,9,In-Degree
16664,1,In-Degree
38814,3,In-Degree
69033,1,In-Degree
8817,2,In-Degree
20299,2,In-Degree
50850,2,In-Degree
110212,2,In-Degree
11154,5,In-Degree
45719,4,In-Degree
42086,1,In-Degree
37679,1,In-Degree
39021,1,In-Degree
50587,1,In-Degree
71623,3,In-Degree
18732,3,In-Degree
35011,8,In-Degree
3257,5,In-Degree
39738,12,In-Degree
87275,1,In-Degree
38257,1,In-Degree
16515,1,In-Degree
78133,1,In-Degree
23422,6,In-Degree
77458,1,In-Degree
36151,2,In-Degree
43602,1,In-Degree
23417,1,In-Degree
87057,2,In-Degree
6380,1,In-Degree
59323,4,In-Degree
23227,2,In-Degree
74031,2,In-Degree
30856,5,In-Degree
79266,12,In-Degree
45498,1,In-Degree
21414,9,In-Degree
12819,4,In-Degree
37917,3,In-Degree
68405,1,In-Degree
89054,2,In-Degree
71612,1,In-Degree
6205,1,In-Degree
1364,4,In-Degree
39628,1,In-Degree
78815,1,In-Degree
27189,3,In-Degree
34027,3,In-Degree
11376,3,In-Degree
38080,3,In-Degree
52563,1,In-Degree
40548,3,In-Degree
22423,2,In-Degree
15367,11,In-Degree
22818,2,In-Degree
54967,1,In-Degree
9668,4,In-Degree
26427,5,In-Degree
38278,4,In-Degree
13392,1,In-Degree
22561,2,In-Degree
32753,3,In-Degree
78033,1,In-Degree
101105,1,In-Degree
2894,1,In-Degree
44694,8,In-Degree
44167,5,In-Degree
24863,3,In-Degree
89261,2,In-Degree
69163,3,In-Degree
22154,2,In-Degree
20447,2,In-Degree
43165,1,In-Degree
23571,8,In-Degree
92322,2,In-Degree
42977,1,In-Degree
72491,3,In-Degree
42165,1,In-Degree
81007,6,In-Degree
90988,2,In-Degree
87465,1,In-Degree
5722,1,In-Degree
29172,8,In-Degree
2590,5,In-Degree
50534,1,In-Degree
29317,2,In-Degree
9937,3,In-Degree
57148,5,In-Degree
3472,3,In-Degree
34820,1,In-Degree
23311,1,In-Degree
71036,5,In-Degree
37599,1,In-Degree
17797,5,In-Degree
43980,3,In-Degree
8620,2,In-Degree
9663,5,In-Degree
78168,1,In-Degree
38176,6,In-Degree
87883,6,In-Degree
10728,5,In-Degree
105487,1,In-Degree
33330,3,In-Degree
185,4,In-Degree
4532,3,In-Degree
27144,3,In-Degree
7265,1,In-Degree
20965,2,In-Degree
10250,1,In-Degree
11408,3,In-Degree
40168,3,In-Degree
75686,3,In-Degree
41798,5,In-Degree
84648,1,In-Degree
20997,2,In-Degree
5469,2,In-Degree
40523,6,In-Degree
76526,1,In-Degree
87962,2,In-Degree
94696,1,In-Degree
87781,1,In-Degree
25526,6,In-Degree
79143,4,In-Degree
55457,2,In-Degree
108592,1,In-Degree
24734,3,In-Degree
35030,6,In-Degree
5165,4,In-Degree
48481,1,In-Degree
12447,1,In-Degree
22276,2,In-Degree
22236,1,In-Degree
43381,5,In-Degree
66365,4,In-Degree
2574,4,In-Degree
46785,1,In-Degree
72710,8,In-Degree
25309,1,In-Degree
25517,1,In-Degree
53779,1,In-Degree
640,4,In-Degree
25244,1,In-Degree
49786,1,In-Degree
24426,1,In-Degree
71953,4,In-Degree
64220,1,In-Degree
9994,3,In-Degree
44033,3,In-Degree
26915,1,In-Degree
18670,3,In-Degree
18893,3,In-Degree
48982,1,In-Degree
22568,1,In-Degree
65166,1,In-Degree
15439,2,In-Degree
62524,1,In-Degree
85703,2,In-Degree
2811,4,In-Degree
75137,6,In-Degree
43982,1,In-Degree
33001,1,In-Degree
10716,5,In-Degree
9834,2,In-Degree
72297,1,In-Degree
36902,1,In-Degree
16441,2,In-Degree
38490,3,In-Degree
32670,1,In-Degree
44697,2,In-Degree
20385,3,In-Degree
49881,1,In-Degree
74694,1,In-Degree
69604,2,In-Degree
26645,2,In-Degree
37313,4,In-Degree
76247,4,In-Degree
82302,1,In-Degree
65422,1,In-Degree
50122,1,In-Degree
34480,8,In-Degree
45487,1,In-Degree
51741,1,In-Degree
2591,8,In-Degree
52946,2,In-Degree
37077,3,In-Degree
57080,1,In-Degree
57984,1,In-Degree
21514,7,In-Degree
46365,3,In-Degree
20922,4,In-Degree
52972,2,In-Degree
26522,2,In-Degree
61085,3,In-Degree
78659,2,In-Degree
3410,6,In-Degree
4042,4,In-Degree
16128,5,In-Degree
70781,1,In-Degree
4679,3,In-Degree
4909,1,In-Degree
65800,1,In-Degree
30344,3,In-Degree
33220,1,In-Degree
49595,1,In-Degree
65433,1,In-Degree
77127,4,In-Degree
22703,2,In-Degree
5422,2,In-Degree
75934,15,In-Degree
62364,1,In-Degree
56665,1,In-Degree
24647,1,In-Degree
79387,1,In-Degree
30307,1,In-Degree
48041,7,In-Degree
51796,1,In-Degree
53539,3,In-Degree
7455,3,In-Degree
33887,3,In-Degree
35077,3,In-Degree
13419,1,In-Degree
34372,2,In-Degree
7450,5,In-Degree
41488,1,In-Degree
10781,6,In-Degree
18843,3,In-Degree
2711,3,In-Degree
10806,5,In-Degree
18154,4,In-Degree
12700,1,In-Degree
44745,1,In-Degree
2815,1,In-Degree
19342,4,In-Degree
68501,4,In-Degree
18625,2,In-Degree
55234,4,In-Degree
75903,2,In-Degree
5947,1,In-Degree
20104,1,In-Degree
7429,1,In-Degree
50320,13,In-Degree
31266,1,In-Degree
58507,1,In-Degree
19472,1,In-Degree
76123,1,In-Degree
315,3,In-Degree
19552,3,In-Degree
17079,4,In-Degree
40586,1,In-Degree
46395,3,In-Degree
40880,2,In-Degree
24500,1,In-Degree
25462,2,In-Degree
18614,1,In-Degree
41329,1,In-Degree
47265,4,In-Degree
31532,3,In-Degree
68441,4,In-Degree
21288,4,In-Degree
18266,1,In-Degree
60009,1,In-Degree
25993,2,In-Degree
37258,7,In-Degree
59207,3,In-Degree
23249,1,In-Degree
65862,3,In-Degree
101850,1,In-Degree
64828,2,In-Degree
24226,4,In-Degree
35139,1,In-Degree
24660,2,In-Degree
49229,7,In-Degree
44811,3,In-Degree
45214,2,In-Degree
85868,2,In-Degree
50856,3,In-Degree
17357,2,In-Degree
5719,1,In-Degree
41350,1,In-Degree
66471,1,In-Degree
34301,3,In-Degree
12740,1,In-Degree
66234,1,In-Degree
29629,2,In-Degree
61902,1,In-Degree
24681,3,In-Degree
30436,1,In-Degree
48317,1,In-Degree
39980,2,In-Degree
68721,1,In-Degree
4979,1,In-Degree
21890,2,In-Degree
71792,6,In-Degree
30756,2,In-Degree
14801,1,In-Degree
72648,1,In-Degree
40129,3,In-Degree
570,5,In-Degree
23732,2,In-Degree
50259,3,In-Degree
14724,1,In-Degree
58859,1,In-Degree
58129,2,In-Degree
19364,2,In-Degree
1767,4,In-Degree
44643,1,In-Degree
42928,1,In-Degree
68215,1,In-Degree
10818,4,In-Degree
43905,2,In-Degree
14536,3,In-Degree
1395,2,In-Degree
70699,6,In-Degree
52364,4,In-Degree
33430,6,In-Degree
40941,1,In-Degree
42198,7,In-Degree
59247,1,In-Degree
60153,1,In-Degree
34299,1,In-Degree
85748,1,In-Degree
79197,2,In-Degree
10601,2,In-Degree
34631,1,In-Degree
42231,1,In-Degree
47566,1,In-Degree
23240,4,In-Degree
98411,1,In-Degree
56714,3,In-Degree
22669,1,In-Degree
909,5,In-Degree
86177,1,In-Degree
1599,2,In-Degree
44368,2,In-Degree
32738,2,In-Degree
43290,3,In-Degree
36110,2,In-Degree
25963,1,In-Degree
9178,3,In-Degree
24700,1,In-Degree
38277,1,In-Degree
29122,1,In-Degree
24205,3,In-Degree
49596,2,In-Degree
44688,1,In-Degree
44514,1,In-Degree
4411,2,In-Degree
67706,2,In-Degree
19474,2,In-Degree
41447,2,In-Degree
8528,1,In-Degree
54810,2,In-Degree
41563,1,In-Degree
56345,3,In-Degree
8111,1,In-Degree
46300,1,In-Degree
6696,1,In-Degree
23516,2,In-Degree
37037,1,In-Degree
20388,2,In-Degree
25404,1,In-Degree
25558,6,In-Degree
3862,5,In-Degree
4269,11,In-Degree
1463,10,In-Degree
7802,3,In-Degree
48390,3,In-Degree
34557,1,In-Degree
42008,1,In-Degree
52298,2,In-Degree
6952,4,In-Degree
24951,1,In-Degree
10445,3,In-Degree
42722,13,In-Degree
13531,1,In-Degree
15741,7,In-Degree
30297,1,In-Degree
52954,1,In-Degree
8412,1,In-Degree
51456,2,In-Degree
15600,2,In-Degree
96584,1,In-Degree
87127,1,In-Degree
60596,1,In-Degree
1779,1,In-Degree
5188,1,In-Degree
55177,1,In-Degree
45148,1,In-Degree
50539,1,In-Degree
86737,1,In-Degree
76598,1,In-Degree
51729,1,In-Degree
15446,3,In-Degree
22803,1,In-Degree
18089,2,In-Degree
53645,6,In-Degree
62420,1,In-Degree
2486,7,In-Degree
1464,2,In-Degree
80882,2,In-Degree
22348,1,In-Degree
21033,1,In-Degree
45768,2,In-Degree
65349,3,In-Degree
11196,2,In-Degree
8962,1,In-Degree
51955,1,In-Degree
21755,4,In-Degree
60446,1,In-Degree
58765,1,In-Degree
54500,2,In-Degree
7785,5,In-Degree
47076,3,In-Degree
411,2,In-Degree
4797,2,In-Degree
8140,6,In-Degree
40678,2,In-Degree
30335,1,In-Degree
73090,1,In-Degree
6082,1,In-Degree
6869,6,In-Degree
26621,1,In-Degree
1461,2,In-Degree
4713,4,In-Degree
4121,1,In-Degree
73844,1,In-Degree
11924,6,In-Degree
49957,6,In-Degree
34112,1,In-Degree
75616,3,In-Degree
53122,4,In-Degree
45033,4,In-Degree
50822,4,In-Degree
70747,1,In-Degree
59255,2,In-Degree
5343,1,In-Degree
38318,2,In-Degree
46435,1,In-Degree
5372,2,In-Degree
8231,4,In-Degree
8925,1,In-Degree
5370,3,In-Degree
67413,1,In-Degree
17484,1,In-Degree
13650,1,In-Degree
55437,3,In-Degree
30127,3,In-Degree
17870,1,In-Degree
24941,9,In-Degree
43306,2,In-Degree
46862,1,In-Degree
6276,3,In-Degree
75558,3,In-Degree
11905,2,In-Degree
52308,1,In-Degree
80438,1,In-Degree
46810,4,In-Degree
54577,1,In-Degree
48885,1,In-Degree
53421,4,In-Degree
36995,3,In-Degree
4804,1,In-Degree
60326,2,In-Degree
68720,7,In-Degree
11746,1,In-Degree
80892,1,In-Degree
7548,2,In-Degree
19557,1,In-Degree
57320,2,In-Degree
14845,1,In-Degree
49148,2,In-Degree
2308,2,In-Degree
81102,1,In-Degree
34448,1,In-Degree
81301,1,In-Degree
35484,2,In-Degree
25183,1,In-Degree
34129,2,In-Degree
39341,2,In-Degree
76453,1,In-Degree
44568,4,In-Degree
83974,5,In-Degree
532,4,In-Degree
74682,2,In-Degree
45468,3,In-Degree
75764,2,In-Degree
11617,2,In-Degree
22209,1,In-Degree
11640,4,In-Degree
50778,1,In-Degree
75527,1,In-Degree
82602,2,In-Degree
44424,2,In-Degree
71933,1,In-Degree
21292,2,In-Degree
54415,1,In-Degree
23124,1,In-Degree
99641,1,In-Degree
9595,1,In-Degree
24351,6,In-Degree
50238,1,In-Degree
84015,1,In-Degree
39800,2,In-Degree
53627,1,In-Degree
50494,1,In-Degree
58033,1,In-Degree
38635,2,In-Degree
24497,2,In-Degree
11368,1,In-Degree
34929,3,In-Degree
44594,4,In-Degree
8523,1,In-Degree
25450,3,In-Degree
64344,1,In-Degree
50792,2,In-Degree
56025,3,In-Degree
50573,2,In-Degree
95607,1,In-Degree
80209,1,In-Degree
34773,2,In-Degree
13575,2,In-Degree
72839,1,In-Degree
9822,1,In-Degree
18408,5,In-Degree
35192,3,In-Degree
21785,1,In-Degree
50107,2,In-Degree
40104,1,In-Degree
67838,3,In-Degree
53863,11,In-Degree
41308,2,In-Degree
34927,1,In-Degree
102648,1,In-Degree
6201,1,In-Degree
22020,1,In-Degree
37636,1,In-Degree
117884,1,In-Degree
21929,2,In-Degree
47059,2,In-Degree
52228,1,In-Degree
27721,1,In-Degree
50223,4,In-Degree
80064,2,In-Degree
51830,5,In-Degree
59568,3,In-Degree
30857,1,In-Degree
78776,5,In-Degree
43560,2,In-Degree
52545,5,In-Degree
54793,1,In-Degree
50894,1,In-Degree
60431,1,In-Degree
43407,3,In-Degree
50813,1,In-Degree
36097,2,In-Degree
35661,1,In-Degree
4491,4,In-Degree
50472,1,In-Degree
26170,1,In-Degree
10362,7,In-Degree
4230,2,In-Degree
54685,3,In-Degree
76643,2,In-Degree
33104,7,In-Degree
60319,1,In-Degree
27652,3,In-Degree
32419,1,In-Degree
42125,1,In-Degree
50713,2,In-Degree
45115,4,In-Degree
54611,2,In-Degree
8506,4,In-Degree
8494,8,In-Degree
4120,7,In-Degree
83486,1,In-Degree
117974,1,In-Degree
110078,1,In-Degree
81967,1,In-Degree
75272,5,In-Degree
34517,1,In-Degree
61066,1,In-Degree
32709,2,In-Degree
8131,4,In-Degree
46819,2,In-Degree
28227,2,In-Degree
45747,1,In-Degree
8997,5,In-Degree
44620,2,In-Degree
5295,14,In-Degree
53540,3,In-Degree
53064,2,In-Degree
58053,4,In-Degree
27845,3,In-Degree
12765,7,In-Degree
22503,1,In-Degree
80374,5,In-Degree
20935,2,In-Degree
45334,8,In-Degree
12125,2,In-Degree
53412,2,In-Degree
37011,3,In-Degree
75753,1,In-Degree
4646,9,In-Degree
76322,1,In-Degree
74769,1,In-Degree
80835,1,In-Degree
29680,3,In-Degree
24655,2,In-Degree
80232,1,In-Degree
7386,3,In-Degree
67895,3,In-Degree
68352,1,In-Degree
18416,2,In-Degree
6675,3,In-Degree
9750,1,In-Degree
4868,2,In-Degree
39570,1,In-Degree
31565,2,In-Degree
48484,4,In-Degree
34603,2,In-Degree
56819,4,In-Degree
18676,1,In-Degree
61797,7,In-Degree
26365,2,In-Degree
20882,2,In-Degree
8123,9,In-Degree
33616,1,In-Degree
92139,1,In-Degree
52935,2,In-Degree
78498,2,In-Degree
73666,2,In-Degree
10456,2,In-Degree
91296,1,In-Degree
17398,5,In-Degree
16511,1,In-Degree
55366,2,In-Degree
67336,1,In-Degree
24218,2,In-Degree
42615,8,In-Degree
79353,4,In-Degree
58469,3,In-Degree
6372,1,In-Degree
26675,1,In-Degree
67864,2,In-Degree
27327,1,In-Degree
19597,1,In-Degree
33609,1,In-Degree
76103,1,In-Degree
41189,3,In-Degree
17300,2,In-Degree
20703,1,In-Degree
1166,1,In-Degree
22253,2,In-Degree
10719,3,In-Degree
11204,4,In-Degree
81213,1,In-Degree
70755,4,In-Degree
60442,1,In-Degree
50203,3,In-Degree
16996,4,In-Degree
10958,3,In-Degree
70794,2,In-Degree
32395,6,In-Degree
9777,2,In-Degree
53401,2,In-Degree
64830,1,In-Degree
52758,1,In-Degree
73997,1,In-Degree
35042,1,In-Degree
30929,1,In-Degree
22095,1,In-Degree
15611,2,In-Degree
49604,1,In-Degree
6568,3,In-Degree
37296,1,In-Degree
29589,2,In-Degree
85793,1,In-Degree
36256,4,In-Degree
13036,1,In-Degree
118791,1,In-Degree
24394,1,In-Degree
30313,2,In-Degree
8492,1,In-Degree
27099,4,In-Degree
9256,1,In-Degree
25671,3,In-Degree
14939,7,In-Degree
18281,5,In-Degree
13494,3,In-Degree
75260,1,In-Degree
31578,1,In-Degree
34813,1,In-Degree
36952,3,In-Degree
60331,1,In-Degree
18393,1,In-Degree
80368,5,In-Degree
22261,1,In-Degree
66814,3,In-Degree
73982,1,In-Degree
20786,4,In-Degree
4674,3,In-Degree
46386,4,In-Degree
70886,6,In-Degree
70319,2,In-Degree
62963,1,In-Degree
3459,4,In-Degree
86191,1,In-Degree
25863,1,In-Degree
4546,7,In-Degree
46259,2,In-Degree
69070,2,In-Degree
45785,1,In-Degree
33283,1,In-Degree
11082,5,In-Degree
38722,1,In-Degree
90844,1,In-Degree
23455,1,In-Degree
33872,2,In-Degree
7027,3,In-Degree
49542,3,In-Degree
33348,2,In-Degree
29580,2,In-Degree
60775,5,In-Degree
25589,2,In-Degree
58181,1,In-Degree
83074,1,In-Degree
50124,2,In-Degree
74777,1,In-Degree
22952,9,In-Degree
49661,2,In-Degree
25007,1,In-Degree
48478,1,In-Degree
13489,4,In-Degree
96020,1,In-Degree
39004,2,In-Degree
8274,7,In-Degree
33081,3,In-Degree
16818,2,In-Degree
50213,7,In-Degree
21551,1,In-Degree
46282,1,In-Degree
41394,1,In-Degree
16017,1,In-Degree
61817,2,In-Degree
33429,6,In-Degree
10756,1,In-Degree
24667,1,In-Degree
24656,2,In-Degree
61741,9,In-Degree
42074,4,In-Degree
38189,1,In-Degree
50909,1,In-Degree
43899,1,In-Degree
111775,1,In-Degree
48482,1,In-Degree
116461,1,In-Degree
63968,2,In-Degree
27446,4,In-Degree
63895,3,In-Degree
1462,1,In-Degree
574,2,In-Degree
9230,4,In-Degree
119689,1,In-Degree
28866,2,In-Degree
44618,3,In-Degree
51814,2,In-Degree
24752,3,In-Degree
35507,1,In-Degree
82842,1,In-Degree
31366,5,In-Degree
49880,9,In-Degree
48009,1,In-Degree
100833,1,In-Degree
5693,5,In-Degree
10095,4,In-Degree
14702,1,In-Degree
80181,1,In-Degree
56438,5,In-Degree
30084,4,In-Degree
81947,2,In-Degree
79241,1,In-Degree
60456,5,In-Degree
79691,1,In-Degree
23509,8,In-Degree
66038,1,In-Degree
10741,3,In-Degree
74696,2,In-Degree
43409,1,In-Degree
34390,3,In-Degree
40501,1,In-Degree
24264,1,In-Degree
3350,9,In-Degree
22439,1,In-Degree
50120,1,In-Degree
4814,3,In-Degree
90543,1,In-Degree
87095,3,In-Degree
2279,3,In-Degree
49420,1,In-Degree
33413,2,In-Degree
75397,1,In-Degree
51454,8,In-Degree
12764,5,In-Degree
45547,4,In-Degree
86326,3,In-Degree
80460,4,In-Degree
38941,2,In-Degree
12001,5,In-Degree
52360,1,In-Degree
19539,1,In-Degree
28293,1,In-Degree
24592,1,In-Degree
36264,3,In-Degree
78921,1,In-Degree
42741,1,In-Degree
85943,4,In-Degree
22363,2,In-Degree
23985,6,In-Degree
68799,2,In-Degree
11716,1,In-Degree
46113,1,In-Degree
31721,1,In-Degree
16213,1,In-Degree
6552,3,In-Degree
69596,1,In-Degree
60604,1,In-Degree
13378,1,In-Degree
10825,2,In-Degree
90593,1,In-Degree
35199,3,In-Degree
36276,3,In-Degree
62449,1,In-Degree
17447,4,In-Degree
52347,3,In-Degree
84353,3,In-Degree
9159,1,In-Degree
50589,1,In-Degree
50833,3,In-Degree
18373,1,In-Degree
77223,1,In-Degree
56330,1,In-Degree
14182,1,In-Degree
70668,1,In-Degree
72716,8,In-Degree
283,4,In-Degree
78226,2,In-Degree
22061,1,In-Degree
27340,3,In-Degree
28210,1,In-Degree
14484,1,In-Degree
73252,2,In-Degree
36793,4,In-Degree
8793,6,In-Degree
28025,2,In-Degree
67462,1,In-Degree
8491,1,In-Degree
10980,6,In-Degree
41603,1,In-Degree
69650,1,In-Degree
54750,4,In-Degree
67509,3,In-Degree
20615,1,In-Degree
82105,1,In-Degree
14436,1,In-Degree
71747,2,In-Degree
56562,4,In-Degree
20456,2,In-Degree
80076,1,In-Degree
28753,6,In-Degree
89905,3,In-Degree
52314,2,In-Degree
24753,2,In-Degree
75684,4,In-Degree
55556,4,In-Degree
7101,1,In-Degree
2492,5,In-Degree
50235,1,In-Degree
61017,2,In-Degree
27520,6,In-Degree
75541,2,In-Degree
33217,1,In-Degree
21479,1,In-Degree
68425,2,In-Degree
47659,1,In-Degree
7968,3,In-Degree
8305,6,In-Degree
35579,1,In-Degree
67321,1,In-Degree
71467,2,In-Degree
1542,2,In-Degree
39858,1,In-Degree
74217,3,In-Degree
8372,1,In-Degree
21093,1,In-Degree
22509,2,In-Degree
37319,2,In-Degree
43974,1,In-Degree
84246,1,In-Degree
59454,1,In-Degree
15305,2,In-Degree
32914,1,In-Degree
1271,8,In-Degree
76676,4,In-Degree
1821,1,In-Degree
34172,1,In-Degree
27999,1,In-Degree
18026,2,In-Degree
11008,8,In-Degree
5380,2,In-Degree
66641,3,In-Degree
83546,1,In-Degree
43293,5,In-Degree
43562,1,In-Degree
22863,1,In-Degree
50393,2,In-Degree
15697,4,In-Degree
46546,1,In-Degree
51477,1,In-Degree
47284,1,In-Degree
10384,1,In-Degree
22047,3,In-Degree
23897,2,In-Degree
77459,1,In-Degree
78703,4,In-Degree
79081,1,In-Degree
33894,1,In-Degree
6693,1,In-Degree
38890,2,In-Degree
68827,1,In-Degree
9768,1,In-Degree
92665,1,In-Degree
1611,2,In-Degree
66340,2,In-Degree
32840,1,In-Degree
25065,1,In-Degree
37877,1,In-Degree
9451,5,In-Degree
72661,1,In-Degree
50525,2,In-Degree
1740,1,In-Degree
74250,2,In-Degree
36463,1,In-Degree
17557,2,In-Degree
44502,1,In-Degree
36751,1,In-Degree
47497,1,In-Degree
78228,1,In-Degree
34075,2,In-Degree
55085,1,In-Degree
53000,2,In-Degree
60996,2,In-Degree
18461,1,In-Degree
20648,1,In-Degree
40337,2,In-Degree
6148,1,In-Degree
36794,1,In-Degree
28278,1,In-Degree
81824,1,In-Degree
47528,2,In-Degree
105403,2,In-Degree
1844,2,In-Degree
25155,2,In-Degree
20457,1,In-Degree
28712,3,In-Degree
55863,2,In-Degree
22590,1,In-Degree
47573,1,In-Degree
67935,1,In-Degree
49264,1,In-Degree
18993,5,In-Degree
21104,2,In-Degree
34780,1,In-Degree
4877,3,In-Degree
74899,8,In-Degree
43940,2,In-Degree
4013,3,In-Degree
16497,1,In-Degree
47581,3,In-Degree
4695,1,In-Degree
32491,1,In-Degree
33312,2,In-Degree
75216,1,In-Degree
7465,2,In-Degree
47856,1,In-Degree
73901,4,In-Degree
73908,2,In-Degree
41591,1,In-Degree
13855,1,In-Degree
30121,9,In-Degree
52320,1,In-Degree
7382,7,In-Degree
7647,2,In-Degree
78046,3,In-Degree
27790,2,In-Degree
75734,4,In-Degree
67121,3,In-Degree
97733,2,In-Degree
6143,1,In-Degree
79089,1,In-Degree
44061,1,In-Degree
21544,1,In-Degree
46536,3,In-Degree
67978,1,In-Degree
72487,3,In-Degree
20005,1,In-Degree
17472,2,In-Degree
11252,4,In-Degree
25093,4,In-Degree
63593,2,In-Degree
49698,2,In-Degree
5638,3,In-Degree
27904,1,In-Degree
7729,1,In-Degree
62669,1,In-Degree
72877,1,In-Degree
22240,1,In-Degree
23947,7,In-Degree
101572,2,In-Degree
75433,2,In-Degree
24030,1,In-Degree
7530,2,In-Degree
18991,2,In-Degree
55744,8,In-Degree
30767,2,In-Degree
86237,4,In-Degree
74854,1,In-Degree
70851,2,In-Degree
69594,3,In-Degree
14760,1,In-Degree
78913,2,In-Degree
23075,2,In-Degree
7296,3,In-Degree
95952,1,In-Degree
80472,2,In-Degree
79860,1,In-Degree
78692,2,In-Degree
54279,1,In-Degree
47770,1,In-Degree
12487,3,In-Degree
52311,1,In-Degree
24646,1,In-Degree
21838,1,In-Degree
17452,4,In-Degree
23229,1,In-Degree
36182,3,In-Degree
83558,2,In-Degree
68797,6,In-Degree
44403,1,In-Degree
27247,2,In-Degree
47802,1,In-Degree
39659,1,In-Degree
21777,2,In-Degree
13183,4,In-Degree
7986,3,In-Degree
14190,1,In-Degree
46823,1,In-Degree
86160,1,In-Degree
69385,1,In-Degree
48185,1,In-Degree
11156,1,In-Degree
5392,6,In-Degree
42606,1,In-Degree
7210,1,In-Degree
80861,1,In-Degree
17257,1,In-Degree
31632,1,In-Degree
42108,2,In-Degree
36698,7,In-Degree
64835,14,In-Degree
9741,1,In-Degree
7032,2,In-Degree
57516,1,In-Degree
47820,1,In-Degree
25689,2,In-Degree
81654,2,In-Degree
31754,2,In-Degree
46753,2,In-Degree
24763,2,In-Degree
17025,4,In-Degree
3042,1,In-Degree
65419,1,In-Degree
30031,1,In-Degree
10959,1,In-Degree
76054,1,In-Degree
44379,1,In-Degree
61248,1,In-Degree
27137,1,In-Degree
31866,1,In-Degree
12287,1,In-Degree
62169,1,In-Degree
31193,3,In-Degree
